subjID	group	trial	cue	keyPressed	outcome	rt
1	A	146	3	1	1	0.1249
1	A	147	1	0	1	999.0
1	A	148	1	1	0	1.0517
1	A	149	3	0	1	999.0
1	A	150	2	0	0	999.0
2	A	1	3	0	1	999.0
2	A	2	1	0	1	999.0
2	A	3	1	0	1	999.0
2	A	4	1	0	1	999.0
2	A	5	2	0	0	999.0
2	A	6	3	0	1	999.0
2	A	7	3	0	1	999.0
2	A	8	3	0	0	999.0
2	A	9	1	0	1	999.0
2	A	10	2	0	0	999.0
2	A	11	1	0	1	999.0
2	A	12	2	0	0	999.0
2	A	13	3	0	0	999.0
2	A	14	3	0	1	999.0
2	A	15	3	0	1	999.0
2	A	16	2	0	1	999.0
2	A	17	3	0	1	999.0
2	A	18	1	0	1	999.0
2	A	19	1	0	1	999.0
2	A	20	2	0	0	999.0
2	A	21	1	0	1	999.0
2	A	22	3	0	1	999.0
2	A	23	2	0	0	999.0
2	A	24	2	0	0	999.0
2	A	25	2	0	0	999.0
2	A	26	3	0	0	999.0
2	A	27	1	0	1	999.0
2	A	28	1	0	1	999.0
2	A	29	3	0	1	999.0
2	A	30	2	0	0	999.0
2	A	31	3	0	1	999.0
2	A	32	2	0	0	999.0
2	A	33	2	0	0	999.0
2	A	34	3	0	1	999.0
2	A	35	3	0	0	999.0
2	A	36	2	0	0	999.0
2	A	37	1	0	1	999.0
2	A	38	2	0	0	999.0
2	A	39	3	0	0	999.0
2	A	40	2	0	0	999.0
2	A	41	2	0	0	999.0
2	A	42	1	0	1	999.0
2	A	43	1	0	1	999.0
2	A	44	1	0	1	999.0
2	A	45	2	0	0	999.0
2	A	46	2	0	0	999.0
2	A	47	1	0	1	999.0
2	A	48	1	0	1	999.0
2	A	49	1	0	1	999.0
2	A	50	2	0	0	999.0
2	A	51	2	0	0	999.0
2	A	52	1	0	1	999.0
2	A	53	2	0	0	999.0
2	A	54	3	0	1	999.0
2	A	55	2	0	1	999.0
2	A	56	1	0	1	999.0
2	A	57	2	0	0	999.0
2	A	58	1	0	1	999.0
2	A	59	3	0	1	999.0
2	A	60	3	0	0	999.0
2	A	61	1	0	1	999.0
2	A	62	3	0	1	999.0
2	A	63	1	0	1	999.0
2	A	64	2	0	0	999.0
2	A	65	3	0	0	999.0
2	A	66	3	0	1	999.0
2	A	67	3	0	1	999.0
2	A	68	1	0	1	999.0
2	A	69	3	0	0	999.0
2	A	70	2	0	0	999.0
2	A	71	1	0	1	999.0
2	A	72	3	0	1	999.0
2	A	73	1	0	1	999.0
2	A	74	2	0	0	999.0
2	A	75	3	0	1	999.0
2	A	76	3	0	1	999.0
2	A	77	2	0	0	999.0
2	A	78	2	0	0	999.0
2	A	79	3	0	1	999.0
2	A	80	1	0	1	999.0
2	A	81	1	0	0	999.0
2	A	82	3	0	1	999.0
2	A	83	3	0	1	999.0
2	A	84	2	0	0	999.0
2	A	85	2	0	0	999.0
2	A	86	2	0	0	999.0
2	A	87	2	0	0	999.0
2	A	88	3	0	1	999.0
2	A	89	1	0	1	999.0
2	A	90	3	0	0	999.0
2	A	91	1	0	1	999.0
2	A	92	2	0	0	999.0
2	A	93	2	0	0	999.0
2	A	94	2	0	1	999.0
2	A	95	1	0	1	999.0
2	A	96	1	0	1	999.0
2	A	97	3	0	1	999.0
2	A	98	2	0	0	999.0
2	A	99	2	0	1	999.0
2	A	100	3	0	0	999.0
2	A	101	2	0	0	999.0
2	A	102	1	0	1	999.0
2	A	103	1	0	1	999.0
2	A	104	1	0	1	999.0
2	A	105	1	0	1	999.0
2	A	106	3	0	0	999.0
2	A	107	2	0	0	999.0
2	A	108	1	0	1	999.0
2	A	109	3	0	1	999.0
2	A	110	2	0	0	999.0
2	A	111	2	0	0	999.0
2	A	112	3	0	1	999.0
2	A	113	1	0	1	999.0
2	A	114	1	0	1	999.0
2	A	115	3	0	1	999.0
2	A	116	2	0	0	999.0
2	A	117	1	0	1	999.0
2	A	118	3	0	1	999.0
2	A	119	3	0	0	999.0
2	A	120	3	0	1	999.0
2	A	121	1	0	0	999.0
2	A	122	2	0	0	999.0
2	A	123	3	0	1	999.0
2	A	124	2	0	1	999.0
2	A	125	2	0	1	999.0
2	A	126	3	0	1	999.0
2	A	127	2	0	0	999.0
2	A	128	2	0	0	999.0
2	A	129	3	0	1	999.0
2	A	130	3	0	1	999.0
2	A	131	3	0	1	999.0
2	A	132	1	0	1	999.0
2	A	133	1	0	1	999.0
2	A	134	1	0	0	999.0
2	A	135	1	0	0	999.0
2	A	136	1	0	1	999.0
2	A	137	3	0	1	999.0
2	A	138	1	0	1	999.0
2	A	139	2	0	1	999.0
2	A	140	1	0	0	999.0
2	A	141	1	0	1	999.0
2	A	142	2	0	0	999.0
2	A	143	2	0	0	999.0
2	A	144	1	0	1	999.0
2	A	145	1	0	1	999.0
2	A	146	3	0	1	999.0
2	A	147	3	0	1	999.0
2	A	148	2	0	0	999.0
2	A	149	3	0	1	999.0
2	A	150	3	0	1	999.0
3	B	1	3	0	1	999.0
3	B	2	3	0	1	999.0
3	B	3	2	0	0	999.0
3	B	4	3	0	1	999.0
3	B	5	3	0	1	999.0
3	B	6	2	0	0	999.0
3	B	7	2	0	0	999.0
3	B	8	3	0	1	999.0
3	B	9	3	0	1	999.0
3	B	10	2	0	0	999.0
3	B	11	1	0	1	999.0
3	B	12	1	0	1	999.0
3	B	13	1	0	1	999.0
3	B	14	1	0	1	999.0
3	B	15	3	0	1	999.0
3	B	16	1	0	1	999.0
3	B	17	3	0	1	999.0
3	B	18	2	0	0	999.0
3	B	19	1	0	1	999.0
3	B	20	1	0	1	999.0
3	B	21	1	0	1	999.0
3	B	22	3	0	0	999.0
3	B	23	1	0	1	999.0
3	B	24	2	0	0	999.0
3	B	25	2	0	0	999.0
3	B	26	1	0	1	999.0
3	B	27	2	0	0	999.0
3	B	28	2	0	0	999.0
3	B	29	1	0	1	999.0
3	B	30	1	0	1	999.0
3	B	31	3	0	1	999.0
3	B	32	2	0	1	999.0
3	B	33	1	0	1	999.0
3	B	34	2	0	0	999.0
3	B	35	1	0	1	999.0
3	B	36	2	0	0	999.0
3	B	37	2	0	0	999.0
3	B	38	3	0	1	999.0
3	B	39	2	0	0	999.0
3	B	40	1	0	1	999.0
3	B	41	1	0	1	999.0
3	B	42	1	0	1	999.0
3	B	43	2	0	0	999.0
3	B	44	2	0	1	999.0
3	B	45	2	0	0	999.0
3	B	46	1	0	1	999.0
3	B	47	3	0	0	999.0
3	B	48	1	0	1	999.0
3	B	49	3	0	0	999.0
3	B	50	3	0	0	999.0
3	B	51	3	0	1	999.0
3	B	52	3	0	1	999.0
3	B	53	1	0	1	999.0
3	B	54	2	0	0	999.0
3	B	55	2	0	0	999.0
3	B	56	2	0	0	999.0
3	B	57	2	0	0	999.0
3	B	58	3	0	0	999.0
3	B	59	3	0	0	999.0
3	B	60	2	0	0	999.0
3	B	61	3	0	1	999.0
3	B	62	2	0	0	999.0
3	B	63	1	0	1	999.0
3	B	64	2	0	0	999.0
3	B	65	3	0	1	999.0
3	B	66	2	0	0	999.0
3	B	67	3	0	1	999.0
3	B	68	3	0	0	999.0
3	B	69	3	0	0	999.0
3	B	70	1	0	1	999.0
3	B	71	1	0	1	999.0
3	B	72	1	0	1	999.0
3	B	73	3	0	1	999.0
3	B	74	1	0	1	999.0
3	B	75	3	0	1	999.0
3	B	76	3	0	0	999.0
3	B	77	1	0	1	999.0
3	B	78	2	0	0	999.0
3	B	79	1	0	1	999.0
3	B	80	2	0	0	999.0
3	B	81	2	0	0	999.0
3	B	82	1	0	1	999.0
3	B	83	3	0	1	999.0
3	B	84	3	0	1	999.0
3	B	85	1	0	1	999.0
3	B	86	3	0	1	999.0
3	B	87	3	0	1	999.0
3	B	88	3	0	0	999.0
3	B	89	2	0	0	999.0
3	B	90	3	0	1	999.0
3	B	91	1	0	1	999.0
3	B	92	2	0	0	999.0
3	B	93	2	0	0	999.0
3	B	94	1	0	1	999.0
3	B	95	3	0	0	999.0
3	B	96	3	0	1	999.0
3	B	97	1	0	1	999.0
3	B	98	3	0	1	999.0
3	B	99	3	0	1	999.0
3	B	100	2	0	1	999.0
3	B	101	3	0	1	999.0
3	B	102	2	0	0	999.0
3	B	103	2	0	0	999.0
3	B	104	1	0	1	999.0
3	B	105	3	0	0	999.0
3	B	106	2	0	0	999.0
3	B	107	3	0	1	999.0
3	B	108	3	0	1	999.0
3	B	109	3	0	1	999.0
3	B	110	2	0	0	999.0
3	B	111	1	0	0	999.0
3	B	112	3	0	1	999.0
3	B	113	2	0	0	999.0
3	B	114	3	0	1	999.0
3	B	115	1	0	1	999.0
3	B	116	3	0	1	999.0
3	B	117	3	0	1	999.0
3	B	118	2	0	0	999.0
3	B	119	2	0	1	999.0
3	B	120	3	0	1	999.0
3	B	121	1	0	1	999.0
3	B	122	1	0	0	999.0
3	B	123	3	0	1	999.0
3	B	124	1	0	1	999.0
3	B	125	3	0	1	999.0
3	B	126	1	0	1	999.0
3	B	127	1	0	0	999.0
3	B	128	2	0	0	999.0
3	B	129	1	0	0	999.0
3	B	130	2	0	1	999.0
3	B	131	1	0	0	999.0
3	B	132	2	0	0	999.0
3	B	133	3	0	1	999.0
3	B	134	2	0	0	999.0
3	B	135	1	0	1	999.0
3	B	136	2	0	0	999.0
3	B	137	2	0	0	999.0
3	B	138	1	0	1	999.0
3	B	139	1	0	1	999.0
3	B	140	2	0	0	999.0
3	B	141	3	0	1	999.0
3	B	142	1	0	1	999.0
3	B	143	2	0	1	999.0
3	B	144	1	0	1	999.0
3	B	145	2	0	1	999.0
3	B	146	1	0	1	999.0
3	B	147	1	0	1	999.0
3	B	148	2	0	0	999.0
3	B	149	1	0	1	999.0
3	B	150	2	0	0	999.0
